,id,address,created,proposal,choice,space_x,proposal_id,space_id,title,body,choices,start,end,snapshot,state,author,space_y,voted_choice,voting_power,vote_type
0,0xc290cc1f0b8192bbc95ed1c70103a52493135908219f35269ec8dff32de4b30c,0x69e271483c38ed4902a55c3ea8aab9e7cc8617e5,1725455785,{'id': '0xb0c109d7f68d3cb1054a50f55556d1820e517129b4b53774cb9ca32e0eabe3a4'},2,{'id': 'citizenshouse.eth'},0xb0c109d7f68d3cb1054a50f55556d1820e517129b4b53774cb9ca32e0eabe3a4,citizenshouse.eth,Protocol Upgrade #10: Veto #10,"The Citizens’ House may veto any Protocol Upgrade approved by the Token House.

In Voting Cycle #26, the Token House approved Upgrade Proposal #10: Granite Network Upgrade

Citizens may veto this Protocol Upgrade by casting a “Veto” vote on it. If you do not wish to veto but would like to register your participation in this voting cycle, you may select “No Veto”. A veto requires 30 “Veto” votes. A third option “I do not feel confident enough to vote” has been added to help the Collective begin to measure the level of understanding among voters.

Casting a veto is a serious decision. If a proposal approved in the Token House is vetoed by the Citizens' House, the proposal will not be enacted. In the case of Protocol Upgrades, vetoing may have serious consequences on engineering timelines and milestones. Proposals that may be vetoed by the Citizens' House have already been evaluated and approved by the Token House, which has been entrusted with primary responsibility over that proposal type. A Citizens' House veto may be appropriate if a proposal is believed to be malicious or to have been passed by a compromised Token House (either captured or acting out of self-interest rather than the Collective interest).

If you choose to cast a “Veto” vote, please share your rationale with the community as a comment on the Protocol Upgrade proposal on the forum.","['Veto', 'No Veto ', 'Not Confident Enough to Vote']",1724954400,1725472800,20635741,closed,0xBfa271C93adD95e6dCeC0CFbb89dC05A867EaB3c,"{'id': 'citizenshouse.eth', 'name': ""Citizens' House""}",FOR,1,citizen_house
1,0x2c5cd25796e4ffce4913d67ce5a90f54cabd8f6dc4c60719b6f2167293bcc78b,0x3b60e31cfc48a9074cd5bebb26c9eaa77650a43f,1725452694,{'id': '0xb0c109d7f68d3cb1054a50f55556d1820e517129b4b53774cb9ca32e0eabe3a4'},2,{'id': 'citizenshouse.eth'},0xb0c109d7f68d3cb1054a50f55556d1820e517129b4b53774cb9ca32e0eabe3a4,citizenshouse.eth,Protocol Upgrade #10: Veto #10,"The Citizens’ House may veto any Protocol Upgrade approved by the Token House.

In Voting Cycle #26, the Token House approved Upgrade Proposal #10: Granite Network Upgrade

Citizens may veto this Protocol Upgrade by casting a “Veto” vote on it. If you do not wish to veto but would like to register your participation in this voting cycle, you may select “No Veto”. A veto requires 30 “Veto” votes. A third option “I do not feel confident enough to vote” has been added to help the Collective begin to measure the level of understanding among voters.

Casting a veto is a serious decision. If a proposal approved in the Token House is vetoed by the Citizens' House, the proposal will not be enacted. In the case of Protocol Upgrades, vetoing may have serious consequences on engineering timelines and milestones. Proposals that may be vetoed by the Citizens' House have already been evaluated and approved by the Token House, which has been entrusted with primary responsibility over that proposal type. A Citizens' House veto may be appropriate if a proposal is believed to be malicious or to have been passed by a compromised Token House (either captured or acting out of self-interest rather than the Collective interest).

If you choose to cast a “Veto” vote, please share your rationale with the community as a comment on the Protocol Upgrade proposal on the forum.","['Veto', 'No Veto ', 'Not Confident Enough to Vote']",1724954400,1725472800,20635741,closed,0xBfa271C93adD95e6dCeC0CFbb89dC05A867EaB3c,"{'id': 'citizenshouse.eth', 'name': ""Citizens' House""}",FOR,1,citizen_house
2,0x628282bee28990caac3fd8a232a68189f84637cb75eb7a45908ec5e7cb17a278,0x534631bcf33bdb069fb20a93d2fdb9e4d4dd42cf,1725422922,{'id': '0xb0c109d7f68d3cb1054a50f55556d1820e517129b4b53774cb9ca32e0eabe3a4'},2,{'id': 'citizenshouse.eth'},0xb0c109d7f68d3cb1054a50f55556d1820e517129b4b53774cb9ca32e0eabe3a4,citizenshouse.eth,Protocol Upgrade #10: Veto #10,"The Citizens’ House may veto any Protocol Upgrade approved by the Token House.

In Voting Cycle #26, the Token House approved Upgrade Proposal #10: Granite Network Upgrade

Citizens may veto this Protocol Upgrade by casting a “Veto” vote on it. If you do not wish to veto but would like to register your participation in this voting cycle, you may select “No Veto”. A veto requires 30 “Veto” votes. A third option “I do not feel confident enough to vote” has been added to help the Collective begin to measure the level of understanding among voters.

Casting a veto is a serious decision. If a proposal approved in the Token House is vetoed by the Citizens' House, the proposal will not be enacted. In the case of Protocol Upgrades, vetoing may have serious consequences on engineering timelines and milestones. Proposals that may be vetoed by the Citizens' House have already been evaluated and approved by the Token House, which has been entrusted with primary responsibility over that proposal type. A Citizens' House veto may be appropriate if a proposal is believed to be malicious or to have been passed by a compromised Token House (either captured or acting out of self-interest rather than the Collective interest).

If you choose to cast a “Veto” vote, please share your rationale with the community as a comment on the Protocol Upgrade proposal on the forum.","['Veto', 'No Veto ', 'Not Confident Enough to Vote']",1724954400,1725472800,20635741,closed,0xBfa271C93adD95e6dCeC0CFbb89dC05A867EaB3c,"{'id': 'citizenshouse.eth', 'name': ""Citizens' House""}",FOR,1,citizen_house
3,0xbc6576e36fc07d0b09dee5d18c9317aeec2073bcb97dbc184706338392947183,0x801707059a55d748b23b02043c71b7a3d976f071,1725420591,{'id': '0xb0c109d7f68d3cb1054a50f55556d1820e517129b4b53774cb9ca32e0eabe3a4'},2,{'id': 'citizenshouse.eth'},0xb0c109d7f68d3cb1054a50f55556d1820e517129b4b53774cb9ca32e0eabe3a4,citizenshouse.eth,Protocol Upgrade #10: Veto #10,"The Citizens’ House may veto any Protocol Upgrade approved by the Token House.

In Voting Cycle #26, the Token House approved Upgrade Proposal #10: Granite Network Upgrade

Citizens may veto this Protocol Upgrade by casting a “Veto” vote on it. If you do not wish to veto but would like to register your participation in this voting cycle, you may select “No Veto”. A veto requires 30 “Veto” votes. A third option “I do not feel confident enough to vote” has been added to help the Collective begin to measure the level of understanding among voters.

Casting a veto is a serious decision. If a proposal approved in the Token House is vetoed by the Citizens' House, the proposal will not be enacted. In the case of Protocol Upgrades, vetoing may have serious consequences on engineering timelines and milestones. Proposals that may be vetoed by the Citizens' House have already been evaluated and approved by the Token House, which has been entrusted with primary responsibility over that proposal type. A Citizens' House veto may be appropriate if a proposal is believed to be malicious or to have been passed by a compromised Token House (either captured or acting out of self-interest rather than the Collective interest).

If you choose to cast a “Veto” vote, please share your rationale with the community as a comment on the Protocol Upgrade proposal on the forum.","['Veto', 'No Veto ', 'Not Confident Enough to Vote']",1724954400,1725472800,20635741,closed,0xBfa271C93adD95e6dCeC0CFbb89dC05A867EaB3c,"{'id': 'citizenshouse.eth', 'name': ""Citizens' House""}",FOR,1,citizen_house
4,0xb1a9dc44390d8b27358129795c6cb91ec7f8d2c8dd2c46f3ff1939bb3aeeabf8,0x288c53a1ba857ead34ad0e79f644087f8174185a,1725413635,{'id': '0xb0c109d7f68d3cb1054a50f55556d1820e517129b4b53774cb9ca32e0eabe3a4'},2,{'id': 'citizenshouse.eth'},0xb0c109d7f68d3cb1054a50f55556d1820e517129b4b53774cb9ca32e0eabe3a4,citizenshouse.eth,Protocol Upgrade #10: Veto #10,"The Citizens’ House may veto any Protocol Upgrade approved by the Token House.

In Voting Cycle #26, the Token House approved Upgrade Proposal #10: Granite Network Upgrade

Citizens may veto this Protocol Upgrade by casting a “Veto” vote on it. If you do not wish to veto but would like to register your participation in this voting cycle, you may select “No Veto”. A veto requires 30 “Veto” votes. A third option “I do not feel confident enough to vote” has been added to help the Collective begin to measure the level of understanding among voters.

Casting a veto is a serious decision. If a proposal approved in the Token House is vetoed by the Citizens' House, the proposal will not be enacted. In the case of Protocol Upgrades, vetoing may have serious consequences on engineering timelines and milestones. Proposals that may be vetoed by the Citizens' House have already been evaluated and approved by the Token House, which has been entrusted with primary responsibility over that proposal type. A Citizens' House veto may be appropriate if a proposal is believed to be malicious or to have been passed by a compromised Token House (either captured or acting out of self-interest rather than the Collective interest).

If you choose to cast a “Veto” vote, please share your rationale with the community as a comment on the Protocol Upgrade proposal on the forum.","['Veto', 'No Veto ', 'Not Confident Enough to Vote']",1724954400,1725472800,20635741,closed,0xBfa271C93adD95e6dCeC0CFbb89dC05A867EaB3c,"{'id': 'citizenshouse.eth', 'name': ""Citizens' House""}",FOR,1,citizen_house
5,0x0770c434552c3aef00760f0e1b82d03ac1a09ecf5a7494d805693ee383a22be4,0x69dc230b06a15796e3f42baf706e0e55d4d5eaa1,1725394599,{'id': '0xb0c109d7f68d3cb1054a50f55556d1820e517129b4b53774cb9ca32e0eabe3a4'},2,{'id': 'citizenshouse.eth'},0xb0c109d7f68d3cb1054a50f55556d1820e517129b4b53774cb9ca32e0eabe3a4,citizenshouse.eth,Protocol Upgrade #10: Veto #10,"The Citizens’ House may veto any Protocol Upgrade approved by the Token House.

In Voting Cycle #26, the Token House approved Upgrade Proposal #10: Granite Network Upgrade

Citizens may veto this Protocol Upgrade by casting a “Veto” vote on it. If you do not wish to veto but would like to register your participation in this voting cycle, you may select “No Veto”. A veto requires 30 “Veto” votes. A third option “I do not feel confident enough to vote” has been added to help the Collective begin to measure the level of understanding among voters.

Casting a veto is a serious decision. If a proposal approved in the Token House is vetoed by the Citizens' House, the proposal will not be enacted. In the case of Protocol Upgrades, vetoing may have serious consequences on engineering timelines and milestones. Proposals that may be vetoed by the Citizens' House have already been evaluated and approved by the Token House, which has been entrusted with primary responsibility over that proposal type. A Citizens' House veto may be appropriate if a proposal is believed to be malicious or to have been passed by a compromised Token House (either captured or acting out of self-interest rather than the Collective interest).

If you choose to cast a “Veto” vote, please share your rationale with the community as a comment on the Protocol Upgrade proposal on the forum.","['Veto', 'No Veto ', 'Not Confident Enough to Vote']",1724954400,1725472800,20635741,closed,0xBfa271C93adD95e6dCeC0CFbb89dC05A867EaB3c,"{'id': 'citizenshouse.eth', 'name': ""Citizens' House""}",FOR,1,citizen_house
6,0x6cc126d363273bf837673bfc40180bb3552177f2de19458c59550592f96be256,0x9194efdf03174a804f3552f4f7b7a4bb74badb7f,1725380817,{'id': '0xb0c109d7f68d3cb1054a50f55556d1820e517129b4b53774cb9ca32e0eabe3a4'},2,{'id': 'citizenshouse.eth'},0xb0c109d7f68d3cb1054a50f55556d1820e517129b4b53774cb9ca32e0eabe3a4,citizenshouse.eth,Protocol Upgrade #10: Veto #10,"The Citizens’ House may veto any Protocol Upgrade approved by the Token House.

In Voting Cycle #26, the Token House approved Upgrade Proposal #10: Granite Network Upgrade

Citizens may veto this Protocol Upgrade by casting a “Veto” vote on it. If you do not wish to veto but would like to register your participation in this voting cycle, you may select “No Veto”. A veto requires 30 “Veto” votes. A third option “I do not feel confident enough to vote” has been added to help the Collective begin to measure the level of understanding among voters.

Casting a veto is a serious decision. If a proposal approved in the Token House is vetoed by the Citizens' House, the proposal will not be enacted. In the case of Protocol Upgrades, vetoing may have serious consequences on engineering timelines and milestones. Proposals that may be vetoed by the Citizens' House have already been evaluated and approved by the Token House, which has been entrusted with primary responsibility over that proposal type. A Citizens' House veto may be appropriate if a proposal is believed to be malicious or to have been passed by a compromised Token House (either captured or acting out of self-interest rather than the Collective interest).

If you choose to cast a “Veto” vote, please share your rationale with the community as a comment on the Protocol Upgrade proposal on the forum.","['Veto', 'No Veto ', 'Not Confident Enough to Vote']",1724954400,1725472800,20635741,closed,0xBfa271C93adD95e6dCeC0CFbb89dC05A867EaB3c,"{'id': 'citizenshouse.eth', 'name': ""Citizens' House""}",FOR,1,citizen_house
7,0xa72a421de1417ab7d1a97366973f6fdf411b0edb7ddee3afafe504625b464e9d,0x07bf3cda34aa78d92949bbdce31520714ab5b228,1725363770,{'id': '0xb0c109d7f68d3cb1054a50f55556d1820e517129b4b53774cb9ca32e0eabe3a4'},2,{'id': 'citizenshouse.eth'},0xb0c109d7f68d3cb1054a50f55556d1820e517129b4b53774cb9ca32e0eabe3a4,citizenshouse.eth,Protocol Upgrade #10: Veto #10,"The Citizens’ House may veto any Protocol Upgrade approved by the Token House.

In Voting Cycle #26, the Token House approved Upgrade Proposal #10: Granite Network Upgrade

Citizens may veto this Protocol Upgrade by casting a “Veto” vote on it. If you do not wish to veto but would like to register your participation in this voting cycle, you may select “No Veto”. A veto requires 30 “Veto” votes. A third option “I do not feel confident enough to vote” has been added to help the Collective begin to measure the level of understanding among voters.

Casting a veto is a serious decision. If a proposal approved in the Token House is vetoed by the Citizens' House, the proposal will not be enacted. In the case of Protocol Upgrades, vetoing may have serious consequences on engineering timelines and milestones. Proposals that may be vetoed by the Citizens' House have already been evaluated and approved by the Token House, which has been entrusted with primary responsibility over that proposal type. A Citizens' House veto may be appropriate if a proposal is believed to be malicious or to have been passed by a compromised Token House (either captured or acting out of self-interest rather than the Collective interest).

If you choose to cast a “Veto” vote, please share your rationale with the community as a comment on the Protocol Upgrade proposal on the forum.","['Veto', 'No Veto ', 'Not Confident Enough to Vote']",1724954400,1725472800,20635741,closed,0xBfa271C93adD95e6dCeC0CFbb89dC05A867EaB3c,"{'id': 'citizenshouse.eth', 'name': ""Citizens' House""}",FOR,1,citizen_house
8,0x0fde6c14280cd5fb6ac971a968f2a87faadb516686c94796e3f1a1e7f70b40b5,0x73186b2a81952c2340c4eb2e74e89869e1183df0,1725351207,{'id': '0xb0c109d7f68d3cb1054a50f55556d1820e517129b4b53774cb9ca32e0eabe3a4'},2,{'id': 'citizenshouse.eth'},0xb0c109d7f68d3cb1054a50f55556d1820e517129b4b53774cb9ca32e0eabe3a4,citizenshouse.eth,Protocol Upgrade #10: Veto #10,"The Citizens’ House may veto any Protocol Upgrade approved by the Token House.

In Voting Cycle #26, the Token House approved Upgrade Proposal #10: Granite Network Upgrade

Citizens may veto this Protocol Upgrade by casting a “Veto” vote on it. If you do not wish to veto but would like to register your participation in this voting cycle, you may select “No Veto”. A veto requires 30 “Veto” votes. A third option “I do not feel confident enough to vote” has been added to help the Collective begin to measure the level of understanding among voters.

Casting a veto is a serious decision. If a proposal approved in the Token House is vetoed by the Citizens' House, the proposal will not be enacted. In the case of Protocol Upgrades, vetoing may have serious consequences on engineering timelines and milestones. Proposals that may be vetoed by the Citizens' House have already been evaluated and approved by the Token House, which has been entrusted with primary responsibility over that proposal type. A Citizens' House veto may be appropriate if a proposal is believed to be malicious or to have been passed by a compromised Token House (either captured or acting out of self-interest rather than the Collective interest).

If you choose to cast a “Veto” vote, please share your rationale with the community as a comment on the Protocol Upgrade proposal on the forum.","['Veto', 'No Veto ', 'Not Confident Enough to Vote']",1724954400,1725472800,20635741,closed,0xBfa271C93adD95e6dCeC0CFbb89dC05A867EaB3c,"{'id': 'citizenshouse.eth', 'name': ""Citizens' House""}",FOR,1,citizen_house
9,0x84e326b639826e658e2dc1025f065bd4f5a3a0bd6b333345ceec3046d6b8cccc,0x839395e20bbb182fa440d08f850e6c7a8f6f0780,1725305751,{'id': '0xb0c109d7f68d3cb1054a50f55556d1820e517129b4b53774cb9ca32e0eabe3a4'},2,{'id': 'citizenshouse.eth'},0xb0c109d7f68d3cb1054a50f55556d1820e517129b4b53774cb9ca32e0eabe3a4,citizenshouse.eth,Protocol Upgrade #10: Veto #10,"The Citizens’ House may veto any Protocol Upgrade approved by the Token House.

In Voting Cycle #26, the Token House approved Upgrade Proposal #10: Granite Network Upgrade

Citizens may veto this Protocol Upgrade by casting a “Veto” vote on it. If you do not wish to veto but would like to register your participation in this voting cycle, you may select “No Veto”. A veto requires 30 “Veto” votes. A third option “I do not feel confident enough to vote” has been added to help the Collective begin to measure the level of understanding among voters.

Casting a veto is a serious decision. If a proposal approved in the Token House is vetoed by the Citizens' House, the proposal will not be enacted. In the case of Protocol Upgrades, vetoing may have serious consequences on engineering timelines and milestones. Proposals that may be vetoed by the Citizens' House have already been evaluated and approved by the Token House, which has been entrusted with primary responsibility over that proposal type. A Citizens' House veto may be appropriate if a proposal is believed to be malicious or to have been passed by a compromised Token House (either captured or acting out of self-interest rather than the Collective interest).

If you choose to cast a “Veto” vote, please share your rationale with the community as a comment on the Protocol Upgrade proposal on the forum.","['Veto', 'No Veto ', 'Not Confident Enough to Vote']",1724954400,1725472800,20635741,closed,0xBfa271C93adD95e6dCeC0CFbb89dC05A867EaB3c,"{'id': 'citizenshouse.eth', 'name': ""Citizens' House""}",FOR,1,citizen_house
